@relation 'KDDTrain20P_05A.arff-weka.filters.unsupervised.attribute.Remove-R42-weka.filters.unsupervised.attribute.RemoveUseless-M99.0-weka.filters.unsupervised.attribute.SortLabels-R2-SNON-CASE-weka.filters.unsupervised.attribute.OrdinalToNumeric-R2-4-weka.filters.unsupervised.attribute.MathExpression-E(A-MEAN)/SD-weka.filters.unsupervised.attribute.Remove-V-R5,3,28,4,6,27,33,21,31,32,36,23,last'

@attribute src_bytes numeric
@attribute service numeric
@attribute diff_srv_rate numeric
@attribute flag numeric
@attribute dst_bytes numeric
@attribute same_srv_rate numeric
@attribute dst_host_diff_srv_rate numeric
@attribute count numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_same_srv_rate numeric
@attribute dst_host_serror_rate numeric
@attribute serror_rate numeric
@attribute class {normal,dos,r2l,probe,u2r}

@data
-0.009308,0.373335,-0.349275,-0.608766,-0.035538,0.772093,-0.334089,-0.72895,0.234412,0.156387,-0.641791,-0.640129,normal
-0.010089,-0.248097,-0.349275,-0.608766,-0.039309,0.772093,-0.440932,-0.72895,-0.416307,1.069642,-0.641791,-0.640129,probe
-0.010092,1.616199,-0.013235,0.370672,-0.039309,-1.457016,-0.120404,1.241864,-1.003761,-1.113259,1.603803,1.595445,dos
-0.010025,-0.558813,-0.349275,-0.608766,0.170821,0.772093,-0.440932,-0.72895,1.264717,1.069642,-0.641791,-0.640129,normal
-0.009969,-0.558813,-0.349275,-0.608766,-0.015849,0.772093,-0.440932,-0.641746,1.264717,1.069642,-0.641791,-0.640129,normal
-0.01003,-0.79185,-0.349275,-0.608766,-0.039309,0.772093,-0.334089,-0.720229,-0.533798,-0.133181,-0.641791,-0.640129,normal
-0.009726,-0.79185,-0.349275,-0.608766,-0.039309,0.772093,-0.227246,-0.720229,-0.488609,-0.578671,-0.641791,-0.640129,normal
-0.010092,0.451014,0.098779,0.370672,-0.039309,-1.43427,-0.013561,0.997692,-0.985686,-1.113259,1.603803,1.595445,dos
0.900234,-0.79185,-0.349275,-0.608766,-0.039309,0.772093,1.321972,-0.72895,-0.533798,0.690975,-0.641791,-0.640129,normal
-0.009959,-0.558813,-0.349275,-0.608766,0.05147,0.772093,-0.440932,-0.589423,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010092,0.295656,-0.069241,0.370672,-0.039309,-1.366032,-0.173825,1.843572,-0.877233,-1.001886,1.603803,1.595445,dos
-0.009955,-0.558813,-0.349275,-0.608766,-0.022367,0.772093,-0.440932,-0.694068,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010092,2.859063,-0.013235,0.370672,-0.039309,-1.366032,-0.120404,0.352382,-0.922422,-1.046435,1.603803,1.595445,dos
-0.010092,1.460841,0.322806,0.370672,-0.039309,-0.888366,0.03986,-0.284209,-0.913384,-1.046435,1.603803,1.595445,dos
-0.010092,2.859063,-0.013235,0.370672,-0.039309,-1.388778,-0.120404,0.212855,-0.994724,-1.113259,1.603803,1.595445,dos
-0.010089,-0.248097,-0.349275,-0.608766,-0.039309,0.772093,2.764349,-0.72895,-1.012799,0.178662,-0.641791,-0.640129,probe
-0.010031,-0.714171,2.451061,-0.608766,-0.038127,-0.365208,3.779354,-0.702788,-1.012799,-1.135533,-0.641791,-0.640129,normal
-0.009964,-0.558813,-0.349275,-0.608766,0.07752,0.772093,-0.440932,-0.641746,1.264717,1.069642,-0.641791,-0.640129,normal
-0.009997,-0.558813,-0.349275,-0.608766,-0.031485,0.772093,-0.440932,-0.650466,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010074,0.062619,-0.349275,-0.608766,-0.037834,0.772093,4.901202,-0.72895,-1.030875,-0.422749,-0.641791,-0.640129,normal
-0.009969,-0.558813,-0.349275,-0.608766,-0.019958,0.772093,-0.440932,-0.502219,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010092,2.004594,-0.013235,0.370672,-0.039309,-1.43427,-0.013561,1.878454,-1.003761,-1.113259,1.603803,1.595445,dos
-0.010092,2.237631,-0.013235,1.350109,-0.039309,-1.184064,-0.066982,0.552951,-0.859157,-0.979612,-0.641791,-0.640129,dos
-0.010089,-0.248097,-0.349275,-0.608766,-0.039309,0.772093,-0.440932,-0.72895,-0.353042,1.069642,-0.641791,-0.640129,probe
-0.009782,-0.79185,-0.349275,-0.608766,-0.039309,0.772093,-0.280668,-0.72895,-0.063834,0.579603,-0.641791,-0.640129,normal
-0.010092,0.917088,-0.349275,4.288422,-0.037812,0.772093,4.901202,-0.72895,-1.021837,-0.044083,-0.641791,-0.640129,probe
-0.010073,0.062619,-0.349275,-0.608766,-0.038791,0.772093,-0.440932,0.012285,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010092,0.295656,-0.013235,0.370672,-0.039309,-1.366032,-0.066982,1.050015,-0.88627,-1.001886,1.603803,1.595445,dos
-0.009972,-0.558813,-0.349275,-0.608766,-0.030855,0.772093,-0.440932,-0.615584,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010092,-0.558813,-0.349275,1.350109,-0.039309,0.772093,-0.440932,-0.72895,1.111075,1.069642,-0.641791,-0.640129,normal
-0.009975,-0.092739,-0.349275,-0.608766,0.059013,0.772093,-0.066982,-0.72895,-0.868195,-1.001886,0.840301,-0.640129,normal
-0.009949,-0.558813,-0.349275,-0.608766,-0.017436,0.772093,-0.440932,-0.423735,1.264717,1.069642,-0.641791,-0.640129,normal
-0.009986,-0.558813,-0.349275,-0.608766,0.137398,0.772093,-0.440932,-0.720229,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010077,3.325137,-0.349275,-0.608766,-0.037846,0.772093,-0.173825,-0.72895,-1.003761,-1.113259,-0.641791,-0.640129,normal
-0.010092,-0.636492,-0.013235,0.370672,-0.039309,-1.32054,-0.066982,1.346509,-0.877233,-1.001886,1.603803,1.595445,dos
-0.010092,-0.01506,2.451061,0.370672,-0.039309,-0.365208,-0.013561,-0.667907,-1.021837,-1.135533,1.603803,1.327176,dos
-0.010001,-0.558813,-0.349275,-0.608766,-0.034739,0.772093,-0.440932,-0.685348,1.264717,1.069642,-0.641791,-0.260082,normal
-0.010074,0.062619,-0.349275,-0.608766,-0.038825,0.772093,-0.440932,0.709919,1.264717,1.069642,-0.641791,-0.640129,normal
-0.009992,-0.558813,-0.349275,-0.608766,-0.036371,0.772093,-0.440932,-0.720229,1.264717,1.069642,-0.641791,0.477658,normal
-0.010089,-0.248097,-0.349275,-0.608766,-0.039309,0.772093,-0.440932,-0.72895,-0.705515,1.069642,-0.641791,-0.640129,probe
-0.009692,-0.79185,-0.349275,-0.608766,-0.039309,0.772093,-0.120404,-0.72895,-0.497647,-0.355926,-0.641791,-0.640129,normal
-0.009971,-0.558813,-0.349275,-0.608766,-0.020723,0.772093,-0.440932,-0.624305,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010092,-0.558813,-0.349275,1.350109,-0.039309,0.772093,-0.440932,-0.72895,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010006,-0.558813,-0.349275,-0.608766,-0.029346,0.772093,-0.440932,-0.641746,1.264717,1.069642,-0.619335,-0.640129,normal
-0.010092,-0.636492,0.042772,0.370672,-0.039309,-1.32054,-0.013561,0.971531,-0.895308,-1.024161,1.603803,1.595445,dos
-0.010092,-0.636492,-0.013235,0.370672,-0.039309,-1.343286,-0.066982,0.230296,-0.904346,-1.024161,1.603803,1.595445,dos
-0.00433,0.373335,-0.349275,-0.608766,-0.035617,0.772093,-0.013561,-0.72895,0.144035,-0.890514,-0.641791,-0.640129,normal
-0.009999,-0.558813,-0.349275,-0.608766,0.044716,0.772093,-0.440932,-0.720229,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010074,0.062619,-0.349275,-0.608766,-0.037834,0.772093,-0.38751,-0.1098,1.255679,1.069642,-0.641791,-0.640129,normal
-0.010092,2.392989,0.042772,0.370672,-0.039309,-1.43427,-0.066982,1.250584,-0.904346,-1.024161,1.603803,1.595445,dos
-0.010092,-0.636492,-0.013235,0.370672,-0.039309,-1.457016,-0.066982,0.474467,-0.940497,-1.06871,1.603803,1.595445,dos
-0.009919,-0.558813,-0.349275,-0.608766,-0.033264,0.772093,-0.440932,-0.72895,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010092,-0.636492,0.042772,0.370672,-0.039309,-1.479762,-0.066982,1.599401,-0.877233,-1.001886,1.603803,1.595445,dos
-0.010092,0.451014,-0.069241,0.370672,-0.039309,-1.343286,-0.173825,1.36395,-0.895308,-1.024161,1.603803,1.595445,dos
-0.010089,-0.248097,-0.349275,-0.608766,-0.039309,0.772093,-0.440932,-0.72895,1.264717,1.069642,-0.641791,-0.640129,probe
-0.009937,-0.558813,-0.349275,-0.608766,-0.019068,0.772093,-0.440932,-0.624305,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010089,-0.248097,-0.349275,-0.608766,-0.039309,0.772093,-0.440932,-0.72895,-0.407269,1.069642,-0.641791,-0.640129,probe
0.900234,-0.79185,-0.349275,-0.608766,-0.039309,0.772093,-0.280668,-0.72895,-0.271703,-0.62322,-0.641791,-0.640129,normal
-0.009109,0.373335,-0.349275,-0.608766,-0.035189,0.772093,-0.227246,-0.72895,0.16211,-0.222279,-0.641791,-0.640129,normal
-0.010009,-0.558813,-0.349275,-0.608766,-0.003938,0.772093,-0.440932,-0.371413,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010092,-0.558813,-0.069241,0.370672,-0.039309,-1.366032,-0.173825,1.616842,-0.88627,-1.001886,1.603803,1.595445,dos
-0.010092,1.693878,-0.013235,1.350109,-0.039309,-1.411524,-0.066982,1.555799,-0.949535,-1.06871,-0.641791,-0.640129,dos
-0.010092,-0.636492,-0.013235,0.370672,-0.039309,-1.43427,-0.120404,0.94537,-0.895308,-1.024161,1.603803,1.595445,dos
-0.010006,-0.636492,-0.349275,-0.608766,-0.036979,0.772093,-0.38751,-0.720229,0.894169,0.71325,-0.641791,-0.640129,normal
-0.010089,-0.248097,-0.349275,-0.608766,-0.039309,0.772093,-0.440932,-0.72895,-0.072872,1.069642,-0.641791,-0.640129,probe
-0.009353,0.373335,-0.349275,-0.608766,-0.033759,0.772093,-0.38751,-0.72895,-0.940497,-1.06871,-0.641791,-0.640129,normal
-0.010074,0.062619,-0.293268,-0.608766,-0.038555,0.749347,-0.440932,0.509349,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010092,2.703705,0.042772,0.370672,-0.039309,-1.297794,-0.013561,1.102337,-0.859157,-0.979612,1.603803,1.595445,dos
-0.009987,-0.558813,-0.349275,-0.608766,-0.034941,0.772093,-0.440932,-0.580703,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010092,-0.636492,-0.013235,0.370672,-0.039309,-1.388778,-0.120404,0.823284,-0.958573,-1.06871,1.603803,1.595445,dos
-0.010092,-0.403455,0.098779,1.350109,-0.039309,-1.411524,-0.013561,0.151812,-1.003761,-1.113259,-0.641791,-0.640129,dos
-0.010006,-0.558813,-0.349275,-0.608766,-0.030675,0.772093,-0.440932,-0.685348,1.264717,1.069642,-0.641791,-0.260082,normal
-0.010032,-0.714171,-0.349275,-0.608766,-0.038127,0.772093,3.084877,-0.72895,-1.030875,-1.157808,-0.641791,-0.640129,normal
-0.01003,-0.558813,-0.349275,-0.608766,0.068514,0.772093,-0.440932,-0.72895,1.264717,1.069642,-0.641791,-0.640129,normal
-0.009315,-0.79185,-0.349275,-0.608766,-0.039309,0.772093,-0.280668,-0.641746,0.089808,-0.066358,-0.641791,-0.640129,normal
-0.010092,-0.636492,0.042772,1.350109,-0.039309,-1.32054,-0.120404,0.265178,-0.958573,-1.06871,-0.641791,-0.640129,dos
-0.010092,-0.558813,-0.349275,1.350109,-0.039309,0.772093,-0.440932,-0.72895,1.210491,1.069642,-0.641791,-0.640129,normal
-0.009664,1.150125,-0.349275,-0.608766,-0.039309,0.772093,0.84118,3.718462,-0.795893,-0.912788,-0.641791,-0.640129,dos
-0.010092,0.451014,0.826866,0.370672,-0.039309,-1.115826,-0.013561,-0.52838,-0.994724,-1.113259,1.603803,1.595445,dos
-0.010092,2.159952,-0.069241,0.370672,-0.039309,-1.115826,-0.173825,0.561672,-0.813968,-0.935063,1.603803,1.595445,dos
-0.009614,-0.79185,-0.349275,-0.608766,-0.039309,0.772093,-0.013561,-0.72895,-0.253627,-0.712318,-0.641791,-0.640129,normal
-0.009966,-0.558813,-0.349275,-0.608766,-0.01837,0.772093,-0.440932,-0.702788,-0.253627,1.069642,-0.641791,-0.640129,normal
-0.010074,0.062619,-0.293268,-0.608766,-0.038431,0.772093,-0.38751,1.390111,1.219528,1.025093,-0.641791,-0.640129,normal
-0.010092,-0.558813,-0.349275,0.370672,-0.039309,0.772093,-0.440932,-0.720229,1.264717,1.069642,0.481006,0.477658,normal
-0.010092,1.616199,-0.013235,0.370672,-0.039309,-1.343286,-0.013561,1.137219,-0.985686,-1.113259,1.603803,1.595445,dos
-0.010073,0.062619,-0.349275,-0.608766,-0.038791,0.772093,-0.38751,0.029726,1.219528,1.025093,-0.641791,-0.640129,normal
-0.009962,-0.558813,-0.349275,-0.608766,-0.023436,0.772093,-0.440932,-0.554541,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010092,-0.636492,0.714853,-0.608766,-0.039309,-1.229556,1.268551,-0.598144,-0.578987,-0.712318,-0.641791,-0.640129,probe
0.026568,-0.79185,-0.349275,5.26786,-0.039309,0.772093,-0.280668,-0.615584,-0.298816,-0.3782,-0.596879,-0.483639,normal
-0.009983,-0.558813,-0.349275,-0.608766,-0.020959,0.772093,0.680916,-0.720229,-1.021837,-0.845965,0.481006,-0.640129,normal
-0.010092,0.528693,-0.069241,0.370672,-0.039309,-1.32054,-0.173825,0.439586,-0.940497,-1.06871,1.603803,1.595445,dos
-0.009591,0.373335,-0.349275,-0.608766,-0.034435,0.772093,0.680916,-0.72895,0.360941,-0.044083,-0.641791,-0.640129,normal
-0.009958,-0.558813,-0.349275,-0.608766,-0.016209,0.772093,-0.440932,-0.554541,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010092,-0.01506,-0.013235,0.370672,-0.039309,-1.457016,-0.173825,0.369822,-1.021837,-1.135533,1.603803,1.595445,dos
-0.010092,-0.636492,0.042772,1.350109,-0.039309,-1.366032,-0.013561,1.250584,-0.813968,-0.935063,-0.641791,-0.640129,dos
-0.010092,2.859063,-0.013235,0.370672,-0.039309,-1.297794,-0.066982,0.291339,-0.940497,-1.06871,1.603803,1.595445,dos
-0.010092,1.849236,-0.013235,4.288422,-0.039309,-1.479762,-0.120404,0.980251,-1.030875,-1.157808,-0.641791,-0.640129,dos
-0.010074,0.062619,-0.349275,-0.608766,-0.038814,0.772093,-0.38751,0.927929,0.821867,0.646426,-0.641791,-0.640129,normal
-0.010074,0.062619,-0.349275,-0.608766,-0.037744,0.772093,-0.38751,1.529638,1.228566,1.025093,-0.641791,-0.640129,normal
-0.010092,-0.558813,-0.349275,1.350109,-0.039309,0.772093,-0.440932,-0.72895,1.228566,1.069642,-0.641791,-0.640129,normal
-0.009968,-0.558813,-0.349275,-0.608766,-0.026847,0.772093,-0.440932,-0.493499,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010089,-0.248097,-0.349275,-0.608766,-0.039309,0.772093,-0.440932,-0.72895,-0.416307,1.069642,-0.641791,-0.640129,probe
-0.010007,-0.558813,-0.349275,-0.608766,0.025297,0.772093,-0.440932,-0.624305,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010092,0.373335,-0.013235,4.288422,-0.039309,-1.479762,0.03986,1.023854,-1.021837,-1.135533,-0.641791,-0.640129,dos
-0.010092,2.859063,-0.125248,0.370672,-0.039309,-1.252302,-0.173825,0.448306,-0.904346,-1.024161,1.603803,1.595445,dos
-0.010092,0.606372,-0.069241,0.370672,-0.039309,-1.366032,-0.066982,1.704046,-1.003761,-1.113259,1.603803,1.595445,dos
-0.009965,-0.558813,-0.349275,-0.608766,0.011394,0.772093,-0.440932,-0.650466,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010092,0.917088,0.042772,0.370672,-0.039309,-1.479762,-0.013561,1.224423,-1.012799,-1.135533,1.603803,1.595445,dos
-0.010092,0.917088,-0.013235,0.370672,-0.039309,-1.43427,-0.066982,1.643003,-0.976648,-1.090984,1.603803,1.595445,dos
-0.010092,-0.79185,-0.013235,0.370672,-0.039309,-1.479762,-0.120404,0.457027,-1.030875,-1.157808,1.603803,1.595445,dos
-0.010003,-0.558813,-0.349275,-0.608766,-0.032588,0.772093,-0.440932,-0.484778,1.264717,1.069642,-0.641791,-0.640129,normal
-0.008745,0.373335,-0.349275,-0.608766,-0.035617,0.772093,-0.227246,-0.72895,0.198261,0.668701,-0.641791,-0.640129,normal
-0.010092,-0.636492,0.042772,0.370672,-0.039309,-0.956604,-0.013561,-0.083639,-1.021837,-1.135533,1.603803,1.595445,dos
-0.009952,-0.558813,-0.349275,-0.608766,-0.004546,0.772093,-0.440932,-0.650466,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010092,2.31531,-0.069241,0.370672,-0.039309,-1.09308,-0.173825,0.32622,-0.841082,-0.957337,1.603803,1.595445,dos
-0.010092,-0.325776,-0.013235,1.350109,-0.039309,-1.275048,-0.066982,0.51807,-0.976648,-1.090984,-0.641791,-0.640129,dos
-0.009979,-0.558813,-0.349275,-0.608766,0.052923,0.772093,-0.440932,-0.72895,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010092,1.693878,-0.013235,0.370672,-0.039309,-1.366032,-0.066982,1.773809,-0.976648,-1.090984,1.603803,1.595445,dos
-0.009437,0.373335,-0.349275,-0.608766,-0.03556,0.772093,-0.227246,-0.72895,-0.506684,0.312309,-0.641791,-0.640129,normal
-0.010089,-0.248097,-0.349275,-0.608766,-0.039309,0.772093,-0.440932,-0.72895,-0.669364,1.069642,-0.641791,-0.640129,probe
-0.010013,-0.558813,-0.349275,-0.608766,-0.035729,0.772093,-0.440932,-0.711509,1.264717,1.069642,-0.641791,-0.640129,normal
-0.00997,-0.558813,-0.349275,-0.608766,-0.035572,0.772093,-0.440932,-0.598144,0.821867,1.069642,-0.641791,-0.640129,normal
-0.010092,-0.79185,-0.013235,1.350109,-0.039309,-1.411524,-0.066982,1.643003,-0.949535,-1.06871,-0.641791,-0.640129,dos
-0.010092,0.606372,0.042772,0.370672,-0.039309,-1.457016,-0.120404,1.067456,-0.994724,-1.113259,1.603803,1.595445,dos
-0.010092,-0.325776,0.042772,1.350109,-0.039309,-1.479762,-0.013561,0.927929,-1.021837,-1.135533,-0.641791,-0.640129,dos
-0.00957,0.917088,-0.349275,-0.608766,-0.011695,0.772093,-0.334089,-0.72895,-0.542835,-0.667769,-0.641791,-0.640129,r2l
-0.010092,0.140298,0.042772,1.350109,-0.039309,-1.479762,-0.013561,1.407552,-1.021837,-1.135533,-0.641791,-0.640129,dos
-0.009967,-0.558813,-0.349275,-0.608766,-0.012877,0.772093,-0.440932,-0.702788,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010092,-0.636492,0.098779,0.370672,-0.039309,-1.43427,-0.120404,0.169253,-0.904346,-1.024161,1.603803,1.595445,dos
-0.010092,3.558174,-0.013235,1.350109,-0.039309,-1.343286,-0.066982,1.58196,-0.868195,-1.001886,-0.641791,-0.640129,dos
-0.009782,-0.79185,-0.349275,-0.608766,-0.039309,0.772093,4.901202,-0.72895,-0.072872,-0.044083,0.481006,-0.640129,normal
-0.00997,-0.558813,-0.349275,-0.608766,-0.022322,0.772093,-0.440932,-0.537101,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010092,2.936742,0.042772,0.370672,-0.039309,-1.502509,-0.066982,1.198262,-1.030875,-1.157808,1.603803,1.595445,dos
-0.010004,-0.558813,-0.349275,-0.608766,-0.027691,0.772093,-0.440932,-0.624305,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010092,0.994767,0.042772,0.370672,-0.039309,-1.411524,-0.013561,1.555799,-0.949535,-1.06871,1.603803,1.595445,dos
-0.010089,-0.248097,-0.349275,-0.608766,-0.039309,0.772093,-0.440932,-0.72895,-0.940497,1.069642,-0.641791,-0.640129,probe
-0.010092,0.140298,-0.069241,0.370672,-0.039309,-1.388778,-0.173825,1.529638,-0.913384,-1.046435,1.603803,1.595445,dos
-0.010092,-0.558813,-0.013235,0.370672,-0.039309,-1.457016,-0.066982,0.230296,-0.895308,-1.024161,1.603803,1.595445,dos
-0.010092,-0.325776,0.042772,0.370672,-0.039309,-1.411524,-0.013561,1.390111,-0.958573,-1.06871,1.603803,1.595445,dos
-0.010092,-0.714171,-0.349275,1.350109,-0.039309,0.772093,-0.440932,-0.72895,-0.777817,1.069642,-0.641791,-0.640129,normal
-0.010092,-0.636492,2.563075,1.350109,-0.039309,-1.502509,2.336978,2.366797,-1.030875,-1.157808,-0.641791,-0.640129,probe
-0.01,-0.558813,-0.349275,-0.608766,-0.028558,0.772093,-0.440932,-0.676627,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010092,-0.636492,-0.349275,3.308985,-0.039309,0.772093,3.512247,-0.72895,-1.030875,-1.090984,1.132228,1.595445,probe
-0.009934,-0.558813,-0.349275,-0.608766,-0.032307,0.772093,-0.440932,-0.633025,1.264717,1.069642,-0.641791,-0.640129,normal
-0.00996,-0.558813,-0.349275,-0.608766,-0.036056,0.772093,-0.440932,-0.667907,1.264717,1.069642,-0.641791,-0.640129,normal
0.900234,-0.79185,-0.349275,-0.608766,-0.039309,0.772093,-0.120404,-0.72895,-0.262665,-0.289102,-0.641791,-0.640129,normal
-0.009956,-0.558813,-0.349275,-0.608766,-0.036134,0.772093,-0.440932,-0.615584,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010092,-0.636492,-0.013235,0.370672,-0.039309,-1.43427,0.03986,0.544231,-0.994724,-1.113259,1.603803,1.595445,dos
-0.010092,-0.636492,-0.069241,0.370672,-0.039309,-1.388778,-0.120404,1.843572,-0.922422,-1.046435,1.603803,1.595445,dos
-0.010092,2.859063,-0.013235,0.370672,-0.039309,-1.161318,-0.173825,0.30878,-0.877233,-1.001886,1.603803,1.595445,dos
-0.010092,1.616199,-0.349275,2.329547,-0.039309,0.772093,0.520652,-0.72895,-1.030875,-1.157808,-0.641791,-0.640129,probe
-0.010092,-0.636492,-0.013235,0.370672,-0.039309,-1.479762,-0.120404,0.465747,-0.76878,-0.890514,1.603803,1.595445,dos
-0.010092,1.383162,-0.013235,0.370672,-0.039309,-1.43427,-0.120404,1.276746,-0.976648,-1.090984,1.603803,1.595445,dos
-0.010031,-0.714171,-0.349275,-0.608766,-0.038127,0.772093,2.390399,-0.72895,-1.030875,-1.157808,-0.641791,-0.640129,normal
-0.009986,-0.558813,-0.349275,-0.608766,-0.034829,0.772093,-0.440932,-0.659186,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010092,-0.092739,0.434819,0.370672,-0.039309,-1.024842,-0.334089,-0.493499,-0.461496,-0.600945,1.603803,1.595445,dos
-0.009937,-0.558813,-0.349275,-0.608766,-0.036303,0.772093,-0.440932,-0.694068,1.264717,1.069642,-0.641791,-0.193014,normal
-0.010006,-0.558813,-0.349275,-0.608766,-0.028558,0.772093,-0.440932,-0.589423,1.264717,1.069642,-0.641791,-0.640129,normal
-0.009996,-0.558813,-0.349275,-0.608766,-0.002497,0.772093,-0.440932,-0.72895,-0.705515,1.069642,-0.641791,-0.640129,normal
-0.010092,-0.636492,-0.349275,3.308985,-0.039309,0.772093,4.687517,-0.72895,-1.030875,-1.157808,1.513979,1.595445,probe
-0.010073,0.062619,-0.349275,-0.608766,-0.038408,0.772093,-0.38751,-0.205725,0.921282,0.735524,-0.641791,-0.640129,normal
-0.010049,-0.636492,3.403175,-0.608766,-0.037665,0.021475,-0.38751,-0.711509,1.165302,0.980544,-0.641791,-0.640129,normal
0.012531,-0.558813,-0.349275,-0.608766,0.054285,0.772093,-0.440932,-0.702788,-0.099985,1.069642,-0.641791,-0.640129,dos
-0.009877,1.150125,-0.349275,-0.608766,-0.039309,0.772093,-0.440932,3.25628,-0.569949,1.069642,-0.641791,-0.640129,dos
-0.009937,-0.79185,-0.349275,-0.608766,-0.039309,0.772093,-0.440932,-0.711509,-0.172287,1.069642,-0.641791,-0.640129,normal
-0.010092,-0.636492,-0.013235,0.370672,-0.039309,-1.297794,-0.227246,0.422145,-0.931459,-1.046435,1.603803,1.595445,dos
-0.010092,0.76173,-0.013235,1.350109,-0.039309,-1.43427,-0.066982,1.276746,-0.976648,-1.090984,-0.641791,-0.640129,dos
-0.010089,-0.248097,-0.349275,-0.608766,-0.039309,0.772093,-0.440932,-0.72895,-0.741666,1.069642,-0.641791,-0.640129,probe
-0.010092,-0.636492,-0.013235,0.370672,-0.039309,-1.32054,-0.013561,1.224423,-0.877233,-1.001886,1.603803,1.595445,dos
-0.01008,1.150125,-0.349275,-0.608766,-0.039309,0.772093,-0.440932,-0.720229,0.369979,1.069642,-0.641791,-0.640129,normal
-0.010072,2.626026,-0.349275,-0.608766,-0.038769,0.772093,-0.38751,-0.720229,-0.488609,-0.289102,-0.641791,-0.640129,normal
-0.009965,-0.558813,-0.349275,5.26786,0.27297,0.772093,-0.440932,-0.702788,1.264717,1.069642,-0.641791,-0.081236,normal
-0.009982,-0.558813,-0.349275,-0.608766,-0.001,0.772093,-0.440932,-0.650466,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010092,-0.636492,-0.069241,0.370672,-0.039309,-1.343286,-0.173825,1.302907,-0.895308,-1.024161,1.603803,1.595445,dos
-0.009595,-0.79185,-0.349275,-0.608766,-0.039309,0.772093,-0.227246,-0.720229,-0.714553,-0.868239,-0.641791,-0.640129,normal
-0.010092,0.295656,-0.069241,0.370672,-0.039309,-1.502509,-0.120404,1.006413,-1.030875,-1.157808,1.603803,1.595445,dos
-0.010002,-0.558813,-0.349275,-0.608766,0.02013,0.772093,-0.440932,-0.702788,1.264717,1.069642,-0.641791,-0.640129,normal
-0.01,-0.558813,-0.349275,-0.608766,-0.022096,0.772093,-0.440932,-0.711509,1.264717,1.069642,-0.641791,-0.640129,normal
-0.009989,-0.558813,-0.349275,-0.608766,-0.025598,0.772093,-0.440932,-0.711509,1.264717,1.069642,-0.641791,-0.640129,normal
-0.010092,-0.636492,5.251397,1.350109,-0.039309,-1.479762,3.61909,0.901768,-1.030875,-1.157808,-0.619335,-0.595418,probe
-0.010074,0.062619,-0.349275,-0.608766,-0.038814,0.772093,-0.38751,0.343661,0.812829,0.624152,-0.641791,-0.640129,normal
-0.010092,-0.636492,-0.013235,1.350109,-0.039309,-1.411524,-0.066982,0.343661,-1.003761,-1.113259,-0.641791,-0.640129,dos
-0.009804,0.917088,-0.349275,-0.608766,-0.015927,0.772093,-0.227246,-0.72895,-0.660326,-0.734592,-0.641791,-0.640129,normal
-0.010092,-0.636492,-0.013235,0.370672,-0.039309,-1.229556,-0.173825,0.090769,-0.940497,-1.06871,1.603803,1.595445,dos
-0.009995,-0.558813,-0.349275,-0.608766,-0.034131,0.772093,-0.440932,-0.685348,-0.895308,1.069642,-0.26004,-0.260082,normal
-0.009459,0.373335,-0.349275,-0.608766,-0.033433,0.772093,-0.280668,-0.72895,1.156264,0.91372,-0.641791,-0.640129,normal
-0.010092,-0.636492,-0.013235,0.370672,-0.039309,-1.32054,-0.066982,0.788402,-0.949535,-1.06871,1.603803,1.595445,dos
-0.010049,-0.636492,-0.349275,-0.608766,-0.037654,0.772093,-0.334089,-0.72895,-0.271703,1.047367,-0.641791,-0.640129,normal
-0.010092,-0.636492,-0.013235,0.370672,-0.039309,-1.20681,-0.066982,0.631435,-0.859157,-0.979612,1.603803,1.595445,dos
-0.010002,-0.558813,-0.349275,-0.608766,-0.002182,0.772093,-0.440932,-0.301649,0.939358,1.069642,-0.641791,-0.640129,normal
