@relation 'KDDTrain20P_05A.arff-weka.filters.unsupervised.attribute.Remove-R42-weka.filters.unsupervised.attribute.RemoveUseless-M99.0-weka.filters.unsupervised.attribute.SortLabels-R2-SNON-CASE-weka.filters.unsupervised.attribute.OrdinalToNumeric-R2-4-weka.filters.unsupervised.attribute.MathExpression-Elog(1+A)-Rlast-weka.filters.unsupervised.attribute.Remove-V-R5,3,28,4,6,27,last'

@attribute src_bytes numeric
@attribute service numeric
@attribute diff_srv_rate numeric
@attribute flag numeric
@attribute dst_bytes numeric
@attribute same_srv_rate numeric
@attribute class {normal,dos,r2l,probe,u2r}

@data
4.997212,0.693147,0,0,4.663439,0.693147,normal
0,1.098612,0.058269,0.693147,0,0.067659,dos
5.631212,1.386294,0,0,7.040536,0.693147,normal
6.202536,1.386294,0,0,9.120744,0.693147,normal
5.720312,1.386294,0,0,7.565793,0.693147,normal
6.938284,2.772589,0,0,5.805135,0.693147,normal
5.497168,1.386294,0,0,7.451242,0.693147,normal
3.850148,2.484907,0,0,3.850148,0.693147,normal
2.197225,2.079442,0,0,0,0.693147,probe
6.687109,2.772589,0,0,5.799093,0.693147,normal
5.771441,1.386294,0,0,8.632841,0.693147,normal
5.752573,1.386294,0,0,8.846065,0.693147,normal
5.746203,1.386294,0,0,6.340359,0.693147,normal
5.407172,1.386294,0,0,7.302496,0.693147,normal
5.736572,1.386294,0,0,6.516193,0.693147,normal
5.814131,0,0.693147,0,0,0.405465,r2l
0,2.197225,0.067659,0.693147,0,0.019803,dos
5.556828,1.386294,0,0,8.799058,0.693147,normal
5.525453,1.386294,0,0,9.651494,0.693147,normal
0,3.465736,0.067659,1.098612,0,0.058269,dos
0,1.098612,0.039221,0.693147,0,0.139762,dos
5.7301,1.386294,0,0,6.51323,0.693147,normal
0,1.098612,0.04879,0.693147,0,0.113329,dos
3.7612,2.484907,0,0,4.304065,0.693147,normal
0,1.098612,0,1.098612,0,0.693147,probe
0,1.098612,0.058269,0.693147,0,0.113329,dos
3.828641,2.484907,0,0,3.828641,0.693147,normal
6.672033,2.772589,0,0,5.78996,0.693147,normal
0,1.098612,0.173953,0.693147,0,0.10436,dos
7.567346,2.772589,0,0,6.021023,0.693147,normal
6.844815,2.772589,0,0,5.808142,0.693147,normal
5.438079,1.386294,0,0,8.151333,0.693147,normal
0.693147,1.098612,0,1.386294,0,0.693147,probe
5.659482,1.386294,0,0,5.945421,0.693147,normal
5.379897,1.386294,0,0,8.174985,0.693147,normal
0,2.397895,0.113329,0.693147,0,0.215111,dos
0,3.555348,0.04879,0.693147,0,0.058269,dos
5.752573,1.386294,0,0,8.373554,0.693147,normal
0,1.098612,0.039221,0.693147,0,0.19062,dos
5.278115,1.386294,0,0,6.603944,0.693147,normal
6.940222,3.258097,0,0,0,0.693147,dos
0,3.871201,0.058269,0.693147,0,0.113329,dos
5.488938,1.386294,0,0,6.431331,0.693147,normal
0,3.135494,0.067659,0.693147,0,0,dos
0,1.098612,0.058269,0.693147,0,0.058269,dos
3.850148,2.484907,0,0,4.744932,0.693147,normal
6.917706,2.772589,0,0,5.823046,0.693147,normal
6.388561,2.772589,0,0,5.786897,0.693147,normal
0,3.688879,0.058269,0.693147,0,0.139762,dos
5.680173,1.386294,0,0,5.834811,0.693147,normal
0,1.098612,0.067659,0.693147,0,0.067659,dos
0,1.098612,0.058269,0.693147,0,0.157004,dos
0,1.098612,0.04879,1.098612,0,0.182322,dos
4.990433,0.693147,0,0,4.663439,0.693147,normal
5.521461,1.386294,0,0,9.531336,0.693147,normal
3.806662,2.484907,0,0,4.26268,0.693147,normal
0,1.098612,0.058269,0.693147,0,0.09531,dos
9.083983,2.772589,0.693147,0,5.921578,0.405465,normal
3.583519,3.988984,0,0,4.875197,0.693147,normal
5.765191,1.386294,0,0,8.255569,0.693147,normal
0,0,0.058269,0.693147,0,0.207014,dos
0,3.496508,0.04879,0.693147,0,0.067659,dos
3.637586,0,0,0,0,0.693147,normal
0,2.302585,0.04879,0.693147,0,0.239017,dos
0,1.098612,0.04879,0.693147,0,0.058269,dos
0,2.70805,0.058269,1.098612,0,0.09531,dos
2.397895,3.044522,0,1.791759,3.610918,0.693147,normal
5.446737,1.386294,0,0,10.536221,0.693147,normal
0,3.465736,0.058269,0.693147,0,0.039221,dos
0,1.609438,0.067659,0.693147,0,0.039221,dos
5.327876,1.386294,0,0,7.244942,0.693147,normal
0,1.386294,0,1.098612,0,0.693147,normal
0,1.098612,0.058269,0.693147,0,0.019803,dos
0,1.791759,0.131028,0.693147,0,0.24686,dos
5.525453,1.386294,0,0,8.185907,0.693147,normal
6.940222,3.258097,0,0,0,0.693147,dos
5.758902,1.386294,0,0,7.281386,0.693147,normal
3.850148,2.484907,0.00995,0,4.890349,0.688135,normal
0,1.098612,0.693147,1.098612,0,0,probe
4.997212,0.693147,0,0,4.663439,0.693147,normal
3.850148,2.484907,0.336472,0,3.850148,0.182322,normal
0,1.098612,0,1.609438,0,0.693147,probe
6.940222,3.258097,0,0,0,0.693147,dos
0,1.098612,0,1.386294,0,0.693147,probe
9.550591,0,0,0,0,0.693147,normal
3.78419,2.484907,0,0,4.290459,0.693147,normal
5.743003,1.386294,0,0,7.226936,0.693147,normal
0,3.332205,0.04879,0.693147,0,0.029559,dos
5.793014,1.386294,0,0,6.459904,0.693147,normal
0,1.098612,0.04879,0.693147,0,0.165514,dos
2.197225,2.079442,0,0,0,0.693147,probe
5.777652,1.386294,0,0,5.598422,0.693147,normal
4.990433,0.693147,0.405465,0,4.663439,0.405465,normal
0.693147,0.693147,0.058269,0,0,0.00995,probe
5.616771,1.386294,0,0,8.68186,0.693147,normal
5.525453,1.386294,0,0,7.513709,0.693147,normal
0,3.871201,0.04879,0.693147,0,0.173953,dos
5.755742,1.386294,0,0,8.795279,0.693147,normal
0,2.302585,0.10436,0.693147,0,0.10436,dos
4.997212,1.386294,0,0,9.361687,0.693147,normal
0,1.098612,0,1.386294,0,0.693147,probe
4.663439,1.098612,0,0,4.990433,0.693147,normal
7.093405,2.772589,0.693147,0,5.808142,0.405465,normal
0,1.098612,0.04879,0.693147,0,0.131028,dos
4.663439,1.098612,0.223144,0,4.997212,0.223144,normal
8.082093,2.772589,0.693147,0,5.802118,0.285179,normal
6.940222,3.258097,0,0,0,0.693147,dos
4.406719,2.995732,0,0,0,0.693147,normal
3.78419,2.484907,0.00995,0,4.330733,0.693147,normal
0,2.302585,0.058269,0.693147,0,0.215111,dos
5.602119,1.386294,0,0,6.980076,0.693147,normal
5.659482,1.386294,0,0,5.739793,0.693147,normal
6.638568,2.772589,0,0,5.826,0.693147,normal
5.817111,1.386294,0,0,8.157944,0.693147,normal
5.517453,3.135494,0,0,6.652863,0.693147,normal
0,1.098612,0.058269,0.693147,0,0.019803,dos
5.587249,1.386294,0,0,9.621456,0.693147,normal
6.940222,3.258097,0,0,0,0.693147,dos
0,3.433987,0.039221,0.693147,0,0.14842,dos
6.749931,2.772589,0,0,5.645447,0.693147,normal
5.241747,1.386294,0,0,7.163947,0.693147,normal
5.278115,1.386294,0,0,10.590415,0.693147,normal
5.762051,1.386294,0,0,7.820841,0.693147,normal
7.300473,3.258097,0,0,0,0.693147,dos
0,1.098612,0.058269,1.098612,0,0.058269,dos
5.187386,1.386294,0,0,8.773849,0.693147,normal
0,1.098612,0.058269,0.693147,0,0.00995,dos
2.197225,2.079442,0,0,0,0.693147,probe
5.568345,1.386294,0,0,8.848222,0.693147,normal
0,3.970292,0.058269,0.693147,0,0.04879,dos
0,1.098612,0.693147,1.098612,0,0,probe
0,3.135494,0.058269,0.693147,0,0.067659,dos
5.749393,1.386294,0,0,5.545177,0.693147,normal
5.726848,1.386294,0,0,6.008813,0.693147,normal
0,3.850148,0.693147,1.098612,0,0.405465,probe
0,1.098612,0.058269,1.098612,0,0.058269,dos
2.944439,2.079442,0,0,0,0.693147,probe
0,1.098612,0.693147,1.098612,0,0.00995,probe
0,3.871201,0.058269,0.693147,0,0.086178,dos
5.198497,1.386294,0,0,7.989221,0.693147,normal
5.361292,1.386294,0,0,5.537334,0.693147,normal
3.78419,2.484907,0,0,4.890349,0.693147,normal
4.663439,1.098612,0,0,4.997212,0.693147,normal
5.786897,1.386294,0,0,7.604396,0.693147,normal
4.990433,0.693147,0.587787,0,0,0.182322,normal
6.873164,0,0,0,0,0.693147,normal
0,3.465736,0.058269,0.693147,0,0.10436,dos
5.849325,1.386294,0,0,8.996404,0.693147,normal
0,3.78419,0.058269,0.693147,0,0.14842,dos
5.55296,1.386294,0,0,6.347389,0.693147,normal
5.932245,1.386294,0,0,3.951244,0.693147,normal
0,3.218876,0.04879,0.693147,0,0.029559,dos
0,3.178054,0.058269,0.693147,0,0.019803,dos
5.505332,1.386294,0,0,8.750366,0.693147,normal
4.65396,2.484907,0,0,0,0.693147,normal
0,0,0.067659,0.693147,0,0.10436,dos
0,1.098612,0.058269,0.693147,0,0.10436,dos
4.615121,1.098612,0,0,0,0.693147,probe
2.197225,2.079442,0,0,0,0.693147,probe
4.990433,0.693147,0.512824,0,0,0.285179,normal
5.337538,1.098612,0,0,0,0.693147,probe
2.197225,2.079442,0,0,0,0.693147,probe
3.828641,2.484907,0,0,4.744932,0.693147,normal
7.010312,2.772589,0,0,5.808142,0.693147,normal
0,3.091042,0.139762,0.693147,0,0.371564,dos
0,3.465736,0.058269,0.693147,0,0.039221,dos
5.505332,0,0,0,0,0.693147,normal
0,1.098612,0.512824,1.386294,0,0.285179,probe
0,1.098612,0.076961,1.098612,0,0.029559,dos
5.327876,1.386294,0,0,7.112327,0.693147,normal
5.762051,1.386294,0,0,10.052338,0.693147,normal
0,2.944439,0.058269,0.693147,0,0.113329,dos
0,1.098612,0.067659,0.693147,0,0.09531,dos
7.07327,2.772589,0,0,5.796058,0.693147,normal
3.828641,2.484907,0,0,3.828641,0.693147,normal
3.806662,2.484907,0,0,3.806662,0.693147,normal
0,1.098612,0.076961,0.693147,0,0.039221,dos
3.828641,2.484907,0.00995,0,4.317488,0.693147,normal
3.583519,2.484907,0.512824,0,4.564348,0.512824,normal
0,1.098612,0.058269,0.693147,0,0.039221,dos
5.749393,1.386294,0,0,8.559486,0.693147,normal
4.997212,0.693147,0.470004,0,4.663439,0.182322,normal
5.393628,1.386294,0,0,7.844633,0.693147,normal
6.960348,2.772589,0,0,5.831882,0.693147,normal
5.446737,1.386294,0,0,8.590444,0.693147,normal
0,2.197225,0.04879,0.693147,0,0.019803,dos
0.693147,1.098612,0.157004,0,0,0.10436,probe
0,2.890372,0.058269,0.693147,0,0.058269,dos
3.7612,2.484907,0,0,3.7612,0.693147,normal
5.351858,1.386294,0,0,8.511577,0.693147,normal
0,1.386294,0,1.098612,0,0.693147,normal
0,1.098612,0.039221,0.693147,0,0.14842,dos
0,3.583519,0.058269,0.693147,0,0.086178,dos
0,1.098612,0.04879,1.098612,0,0.113329,dos
7.25347,2.302585,0,0,10.137017,0.693147,r2l
5.533389,0,0,0,0,0.693147,normal
0,1.098612,0.067659,1.098612,0,0.04879,dos
0,3.178054,0.04879,0.693147,0,0.029559,dos
0.693147,0.693147,0,1.386294,0,0.693147,probe
5.379897,1.386294,0,0,8.092851,0.693147,normal
5.710427,1.386294,0,0,7.900637,0.693147,normal
5.66296,1.386294,0,0,6.047372,0.693147,normal
0,1.098612,0,1.609438,0,0.693147,probe
0,1.098612,0,0.693147,0,0.693147,dos
4.343805,2.484907,0,0,3.828641,0.693147,normal
0,1.386294,0.086178,0.693147,0,0.277632,dos
0,1.386294,0,1.098612,0,0.693147,normal
6.96885,2.772589,0,0,5.805135,0.693147,normal
5.762051,1.386294,0,0,10.062071,0.693147,normal
7.018402,2.772589,0,0,5.811141,0.693147,normal
5.17615,1.386294,0,0,8.334712,0.693147,normal
7.604396,2.772589,0,0,5.921578,0.693147,normal
7.311218,3.135494,0,0,8.331586,0.693147,normal
0,2.833213,0,1.386294,0,0.693147,probe
0,0,0.076961,0.693147,0,0.215111,dos
7.104144,3.135494,0,0,8.125927,0.693147,normal
0,1.098612,0.067659,1.098612,0,0.086178,dos
5.521461,1.386294,0,0,8.070594,0.693147,normal
5.697093,1.386294,0,0,7.406103,0.693147,normal
5.402677,1.386294,0,0,5.988961,0.693147,normal
10.906708,1.386294,0,0,9.025816,0.693147,dos
2.197225,2.079442,0,0,0,0.693147,probe
5.666427,1.386294,0,0,7.407318,0.693147,normal
6.527958,2.772589,0,0,5.961005,0.693147,normal
0,1.098612,0,1.386294,0,0.693147,probe
5.501258,1.386294,0,0,8.882947,0.693147,normal
5.897154,1.386294,0,0,6.200509,0.693147,normal
0,1.098612,0.067659,0.693147,0,0.076961,dos
0,3.931826,0.067659,0.693147,0,0.067659,dos
5.484797,1.386294,0,0,6.629363,0.693147,normal
5.717028,1.386294,0,0,7.198931,0.693147,normal
5.736572,1.386294,0,0,10.376611,0.693147,normal
0,3.295837,0.04879,0.693147,0,0.067659,dos
5.703782,1.386294,0,0,9.410174,0.693147,normal
0,3.73767,0.058269,0.693147,0,0.058269,dos
0,1.098612,0.058269,1.098612,0,0.04879,dos
5.693732,1.386294,0,0,5.673323,0.693147,normal
5.529429,1.386294,0,0,5.749393,0.693147,normal
0.693147,1.098612,0,0,0,0.693147,probe
7.954021,2.772589,0,0,5.916202,0.693147,normal
3.433987,2.079442,0.285179,0,0,0.10436,normal
0,1.386294,0,1.098612,0,0.693147,normal
0,0.693147,0.693147,1.098612,0,0,probe
5.758902,1.386294,0,0,8.90014,0.693147,normal
5.370638,1.386294,0,0,8.01036,0.693147,normal
5.840642,1.386294,0,0,6.622736,0.693147,normal
0,3.135494,0.058269,0.693147,0,0.10436,dos
0,2.70805,0.058269,0.693147,0,0.067659,dos
5.31812,1.386294,0,0,8.319961,0.693147,normal
6.940222,3.258097,0,0,0,0.693147,dos
0,3.688879,0,1.386294,0,0.693147,probe
5.472271,1.386294,0,0,6.410175,0.693147,normal
5.624018,1.386294,0,0,7.453562,0.693147,normal
5.342334,1.386294,0,0,6.641182,0.693147,normal
5.472271,1.386294,0,0,6.401917,0.693147,normal
4.663439,1.098612,0,0,4.997212,0.693147,normal
0,1.098612,0.067659,0.693147,0,0.04879,dos
5.700444,1.386294,0,0,5.774552,0.693147,normal
2.197225,2.079442,0,0,0,0.693147,probe
5.786897,1.386294,0,0,5.231109,0.693147,normal
5.442418,1.386294,0,0,9.441214,0.693147,normal
5.686975,1.386294,0,0,6.572283,0.693147,normal
4.644391,2.302585,0.693147,0,6.934397,0.405465,normal
5.389072,1.386294,0,0,9.136155,0.693147,normal
10.906708,1.386294,0,1.386294,9.025816,0.693147,dos
0,2.944439,0.04879,0.693147,0,0.10436,dos
0,0,0.10436,0.693147,0,0.207014,dos
0,1.098612,0.086178,0.693147,0,0.058269,dos
0,3.828641,0.04879,0.693147,0,0.076961,dos
0,3.332205,0.039221,0.693147,0,0.076961,dos
0,2.302585,0.086178,0.693147,0,0.165514,dos
0,0.693147,0.693147,1.098612,0,0,probe
0,1.386294,0,1.098612,0,0.693147,normal
8.255569,4.025352,0.157004,1.386294,8.754003,0.350657,normal
0,3.178054,0.067659,0.693147,0,0.029559,dos
0,1.098612,0.058269,0.693147,0,0.04879,dos
0,1.098612,0.058269,0.693147,0,0.019803,dos
4.990433,0.693147,0,0,4.663439,0.693147,normal
2.944439,2.079442,0,0,0,0.693147,probe
3.806662,2.484907,0,0,4.276666,0.693147,normal
5.4161,1.386294,0,0,9.463819,0.693147,normal
5.313206,1.386294,0,0,7.474205,0.693147,normal
7.058758,2.772589,0,0,5.834811,0.693147,normal
9.264355,2.772589,0,0,6.827629,0.693147,normal
4.521789,2.484907,0,0,0,0.693147,normal
5.666427,1.386294,0,0,5.70711,0.693147,normal
7.31055,2.772589,0,0,6.257668,0.693147,normal
0,3.178054,0.165514,0.693147,0,0.371564,dos
5.398163,1.386294,0,0,8.134761,0.693147,normal
0,1.386294,0,1.098612,0,0.693147,normal
0,3.526361,0.067659,0.693147,0,0.039221,dos
5.407172,1.386294,0,0,6.291569,0.693147,normal
5.733341,1.386294,0,0,6.652863,0.693147,normal
13.125879,0,0,0,0,0.693147,normal
0,3.583519,0.058269,0.693147,0,0.067659,dos
6.884487,2.772589,0,0,5.828946,0.693147,normal
4.094345,0.693147,0.34359,0,0,0.058269,normal
0,1.386294,0,1.098612,0,0.693147,normal
0,1.098612,0.058269,0.693147,0,0.10436,dos
0,2.944439,0.067659,1.098612,0,0.00995,dos
0,3.091042,0.067659,1.098612,0,0.067659,dos
5.303305,1.386294,0,0,8.045588,0.693147,normal
0,3.970292,0.058269,0.693147,0,0.029559,dos
0,1.098612,0.239017,0.693147,0,0.371564,dos
5.703782,1.386294,0,0,6.953684,0.693147,normal
5.945421,1.386294,0,0,8.767018,0.693147,normal
5.659482,1.386294,0,0,5.693732,0.693147,normal
0,1.098612,0,1.098612,0,0.693147,probe
3.367296,1.098612,0,0,0,0.693147,dos
5.805135,1.386294,0,0,7.435438,0.693147,normal
0,2.397895,0.067659,0.693147,0,0.019803,dos
0,3.78419,0.067659,1.791759,0,0.019803,dos
0,3.78419,0.067659,0.693147,0,0.00995,dos
4.983607,1.386294,0,0,8.474077,0.693147,normal
5.673323,1.386294,0,0,5.978886,0.693147,normal
0,1.098612,0.067659,0.693147,0,0.076961,dos
0,1.098612,0.067659,0.693147,0,0.00995,dos
0,1.098612,0.058269,0.693147,0,0.019803,dos
5.365976,1.386294,0,0,5.693732,0.693147,normal
0,1.098612,0.058269,0.693147,0,0,dos
5.736572,1.386294,0,0,7.575585,0.693147,normal
6.786717,2.772589,0,0,5.963579,0.693147,normal
6.464588,0,0,0,0,0.693147,normal
5.337538,1.386294,0,0,6.126869,0.693147,normal
5.655992,1.386294,0,0,9.305105,0.693147,normal
5.463832,1.386294,0,0,7.536897,0.693147,normal
5.680173,1.386294,0,0,7.449498,0.693147,normal
0,3.526361,0.058269,0.693147,0,0.039221,dos
5.375278,1.386294,0,0,7.262629,0.693147,normal
4.990433,0.693147,0,0,4.663439,0.693147,normal
6.940222,3.258097,0,0,0,0.693147,dos
5.521461,1.386294,0,0,6.184149,0.693147,normal
5.298317,1.386294,0,0,6.641182,0.693147,normal
5.379897,1.386294,0,0,6.580639,0.693147,normal
0,1.098612,0.04879,0.693147,0,0.19062,dos
5.480639,1.386294,0,0,6.364751,0.693147,normal
5.393628,1.386294,0,0,6.410175,0.693147,normal
0,3.828641,0.067659,0.693147,0,0.086178,dos
5.762051,1.386294,0,0,9.739733,0.693147,normal
6.726233,2.772589,0,0,5.655992,0.693147,normal
5.247024,1.386294,0,0,8.586906,0.693147,normal
0,2.397895,0.076961,0.693147,0,0.277632,dos
0,2.302585,0.058269,0.693147,0,0.019803,dos
0,3.688879,0.039221,0.693147,0,0.165514,dos
0,1.098612,0.058269,0.693147,0,0.067659,dos
0,1.098612,0.04879,0.693147,0,0.086178,dos
0,2.944439,0.058269,0.693147,0,0.00995,dos
6.25575,3.258097,0,0,0,0.693147,dos
7.669028,2.772589,0,0,5.78996,0.693147,normal
5.402677,1.386294,0,0,7.556428,0.693147,normal
6.974479,2.772589,0,0,5.793014,0.693147,normal
6.940222,3.258097,0,0,0,0.693147,dos
5.823046,1.386294,0,0,6.556778,0.693147,normal
0,3.73767,0.058269,0.693147,0,0,dos
7.300473,3.258097,0,0,0,0.693147,dos
0,3.496508,0.058269,0.693147,0,0.04879,dos
0,3.583519,0.058269,1.098612,0,0.113329,dos
5.375278,1.098612,0,0,0,0.693147,probe
5.501258,1.386294,0,0,5.986452,0.693147,normal
6.198479,0,0,0,0,0.693147,normal
0,3.178054,0.058269,0.693147,0,0.076961,dos
4.70048,2.772589,0,0,6.016157,0.693147,normal
6.43294,2.302585,0,0,9.030855,0.693147,u2r
5.746203,1.386294,0,0,7.827241,0.693147,normal
5.777652,1.386294,0,0,6.905753,0.693147,normal
10.906708,1.386294,0,0,9.025816,0.693147,dos
2.197225,2.079442,0,0,0,0.693147,probe
3.828641,2.484907,0.00995,0,4.406719,0.693147,normal
3.850148,2.484907,0,0,4.369448,0.693147,normal
0,1.098612,0.058269,0.693147,0,0.029559,dos
0,0,0.086178,0.693147,0,0.086178,dos
5.384495,1.386294,0,0,7.546446,0.693147,normal
5.758902,1.386294,0,0,6.84375,0.693147,normal
5.631212,1.386294,0,0,6.840547,0.693147,normal
5.4161,1.386294,0,0,10.663849,0.693147,normal
0,3.610918,0.058269,0.693147,0,0.039221,dos
3.806662,2.484907,0.00995,0,4.820282,0.693147,normal
6.198479,0,0,0,0,0.693147,normal
0,1.098612,0.058269,0.693147,0,0.067659,dos
0,1.098612,0.058269,0.693147,0,0.058269,dos
3.367296,1.098612,0,0,0,0.693147,dos
0,3.73767,0.058269,1.791759,0,0.019803,dos
5.459586,1.386294,0,0,9.228671,0.693147,normal
5.375278,1.098612,0,0,0,0.693147,probe
0,1.098612,0.058269,0.693147,0,0.00995,dos
6.833032,2.772589,0,0,5.793014,0.693147,normal
0,1.098612,0.04879,0.693147,0,0.067659,dos
0,1.386294,0,1.098612,0,0.693147,normal
5.659482,1.386294,0,0,8.449771,0.693147,normal
0,1.098612,0.067659,0.693147,0,0.039221,dos
5.293305,1.386294,0,0,5.204007,0.693147,normal
0,3.89182,0.067659,1.098612,0,0.019803,dos
5.411646,1.386294,0,0,6.318968,0.693147,normal
5.669881,1.386294,0,0,9.44169,0.693147,normal
5.7301,1.386294,0,0,7.41998,0.693147,normal
5.003946,1.386294,0,0,7.991931,0.693147,normal
0,2.70805,0.058269,0.693147,0,0.113329,dos
5.786897,1.386294,0,0,5.594711,0.693147,normal
7.350516,0,0,0,0,0.693147,normal
0,3.526361,0.058269,0.693147,0,0.076961,dos
6.779922,2.772589,0,0,5.823046,0.693147,normal
5.843544,1.386294,0,0,7.242082,0.693147,normal
0,0,0.215111,0.693147,0,0.165514,dos
0,1.098612,0.067659,0.693147,0,0,dos
0,2.302585,0.122218,0.693147,0,0.239017,dos
5.783825,1.386294,0,0,5.905362,0.693147,normal
3.526361,2.484907,0,0,0,0.693147,normal
7.236339,2.772589,0,0,5.793014,0.693147,normal
0,3.526361,0.058269,0.693147,0,0.029559,dos
3.828641,2.484907,0,0,4.276666,0.693147,normal
0,3.583519,0.559616,0.693147,0,0.405465,dos
0,3.496508,0.058269,0.693147,0,0.039221,dos
5.808142,1.386294,0,0,8.153062,0.693147,normal
0,2.302585,0,0.693147,0,0.693147,dos
0,4.143135,0.067659,1.098612,0,0.019803,dos
5.780744,1.386294,0,0,6.648985,0.693147,normal
5.379897,1.386294,0,0,7.74846,0.693147,normal
0,3.218876,0.067659,0.693147,0,0.039221,dos
14.601519,0,0,0,0,0.693147,normal
5.758902,1.386294,0,0,8.240913,0.693147,normal
0.693147,0.693147,0.300105,0,0,0.039221,probe
6.940222,3.258097,0,0,0,0.693147,dos
0,1.098612,0.058269,0.693147,0,0.139762,dos
0,1.098612,0.067659,1.098612,0,0.173953,dos
0,2.70805,0.067659,0.693147,0,0.00995,dos
7.173958,2.772589,0,0,5.808142,0.693147,normal
5.726848,1.386294,0,0,7.714231,0.693147,normal
5.342334,1.386294,0,0,6.156979,0.693147,normal
5.393628,1.386294,0,0,7.918629,0.693147,normal
0,1.098612,0.067659,0.693147,0,0.067659,dos
0,1.098612,0.04879,0.693147,0,0.086178,dos
3.828641,2.484907,0,0,4.912655,0.693147,normal
0,1.098612,0.058269,1.098612,0,0.131028,dos
0,3.401197,0.04879,0.693147,0,0.131028,dos
8.207947,2.772589,0,0,5.802118,0.693147,normal
5.693732,1.386294,0,0,9.371949,0.693147,normal
6.826545,2.772589,0,0,5.968708,0.693147,normal
0,3.401197,0.04879,0.693147,0,0.113329,dos
5.700444,1.386294,0,0,8.697847,0.693147,normal
0,2.564949,0.058269,1.098612,0,0.086178,dos
0,3.7612,0.058269,1.098612,0,0.00995,dos
5.805135,1.386294,0,0,7.080026,0.693147,normal
6.555357,2.772589,0.693147,1.94591,5.723585,0.405465,normal
0,1.098612,0.076961,0.693147,0,0.019803,dos
5.420535,1.386294,0,0,8.079308,0.693147,normal
0,1.098612,0.058269,1.098612,0,0.09531,dos
6.71174,2.772589,0,0,5.811141,0.693147,normal
5.509388,1.386294,0,0,7.204149,0.693147,normal
0,0.693147,0.693147,1.098612,0,0,probe
5.375278,1.386294,0,0,5.872118,0.693147,normal
5.645447,1.386294,0,0,9.008469,0.693147,normal
5.916202,1.386294,0,0,7.961719,0.693147,normal
14.60152,0,0,2.197225,0,0.693147,normal
10.906708,1.386294,0,0,9.025816,0.693147,dos
4.663439,1.098612,0.223144,0,4.997212,0.113329,normal
0,1.098612,0.405465,1.386294,0,0.10436,probe
0,3.044522,0.058269,1.098612,0,0.131028,dos
0,1.386294,0,0.693147,0,0.693147,normal
5.814131,0,0,0,0,0.693147,r2l
5.384495,1.386294,0,0,7.177019,0.693147,normal
0,3.332205,0.058269,0.693147,0,0.058269,dos
7.261927,2.772589,0,0,5.796058,0.693147,normal
6.908755,3.135494,0,0,8.03106,0.693147,normal
5.777652,1.386294,0,0,5.556828,0.693147,normal
5.703782,1.386294,0,0,7.030857,0.693147,normal
0,2.302585,0.067659,0.693147,0,0.039221,dos
0,3.7612,0.067659,1.098612,0,0.029559,dos
7.25347,2.772589,0,0,5.78996,0.693147,normal
0,2.70805,0.067659,1.098612,0,0.04879,dos
7.444833,2.772589,0,0,5.929589,0.693147,probe
4.682131,2.772589,0,0,6.013715,0.693147,normal
0,3.433987,0.058269,0.693147,0,0.122218,dos
10.682377,4.025352,0,1.94591,10.752505,0.693147,normal
0,4.060443,0.285179,0.693147,0,0.444686,dos
5.252273,1.386294,0,0,10.287525,0.693147,normal
6.753438,2.772589,0,0,5.796058,0.693147,normal
5.204007,1.386294,0,0,9.243195,0.693147,normal
0,3.78419,0.04879,0.693147,0,0.157004,dos
5.690359,1.386294,0,0,7.103322,0.693147,normal
0,2.70805,0.067659,1.098612,0,0.039221,dos
0,1.791759,0.058269,0.693147,0,0.039221,dos
5.68358,1.386294,0,0,7.802618,0.693147,normal
3.850148,2.484907,0,0,4.369448,0.693147,normal
4.997212,0.693147,0.512824,0,0,0.157004,normal
0,1.098612,0.067659,0.693147,0,0.00995,dos
5.638355,1.386294,0,0,7.95015,0.693147,normal
7.012115,2.772589,0,0,5.802118,0.693147,normal
5.686975,1.386294,0,0,9.279493,0.693147,normal
0,3.931826,0.04879,0.693147,0,0.039221,dos
0,0,0.405465,0.693147,0,0.157004,dos
5.370638,1.386294,0,0,5.568345,0.693147,normal
0,1.098612,0.058269,0.693147,0,0.067659,dos
0,3.89182,0.058269,1.098612,0,0.058269,dos
0,1.098612,0.10436,0.693147,0,0.262364,dos
5.505332,0,0,0,0,0.693147,normal
5.09375,1.386294,0,0,9.041803,0.693147,normal
0,2.197225,0.058269,0.693147,0,0.029559,dos
0,3.526361,0.067659,1.098612,0,0.039221,dos
10.906708,1.386294,0,0,9.025816,0.693147,dos
3.806662,2.484907,0,0,4.844187,0.693147,normal
0,1.386294,0.131028,0.693147,0,0.405465,dos
0,1.098612,0.067659,0.693147,0,0.019803,dos
5.843544,1.386294,0,0,6.095825,0.693147,normal
4.997212,0.693147,0,0,4.663439,0.693147,normal
0,1.098612,0.067659,1.098612,0,0.04879,dos
5.476464,1.386294,0,0,8.541105,0.693147,normal
0,1.098612,0.058269,0.693147,0,0.00995,dos
5.257495,1.386294,0,0,6.840547,0.693147,normal
4.663439,1.098612,0,0,4.983607,0.693147,normal
0,1.098612,0.058269,0.693147,0,0.086178,dos
0,3.931826,0.067659,0.693147,0,0.113329,dos
3.78419,2.484907,0,0,4.26268,0.693147,normal
0,1.098612,0.058269,0.693147,0,0.019803,dos
5.66296,1.386294,0,0,7.156177,0.693147,normal
5.843544,1.386294,0,0,7.280697,0.693147,normal
