@relation 'KDDTrain20P_05A.arff-weka.filters.unsupervised.attribute.Remove-R42-weka.filters.unsupervised.attribute.RemoveUseless-M99.0-weka.filters.unsupervised.attribute.SortLabels-R2-SNON-CASE-weka.filters.unsupervised.attribute.OrdinalToNumeric-R2-4-weka.filters.unsupervised.attribute.MathExpression-Elog(1+A)-Rlast-weka.filters.unsupervised.attribute.Remove-V-R5,3,28,4,6,27,33,21,31,32,last'

@attribute src_bytes numeric
@attribute service numeric
@attribute diff_srv_rate numeric
@attribute flag numeric
@attribute dst_bytes numeric
@attribute same_srv_rate numeric
@attribute dst_host_diff_srv_rate numeric
@attribute count numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_same_srv_rate numeric
@attribute class {normal,dos,r2l,probe,u2r}

@data
0,2.772589,0,0.693147,0,0.693147,0.00995,1.609438,4.934474,0.371564,dos
5.389072,1.386294,0,0,7.487734,0.693147,0,2.302585,5.545177,0.693147,normal
0,3.332205,0.067659,1.098612,0,0.00995,0.067659,5.31812,1.098612,0.00995,dos
0,3.688879,0.067659,0.693147,0,0.029559,0.067659,4.644391,1.386294,0.00995,dos
5.820083,1.386294,0,0,7.156956,0.693147,0,2.484907,5.545177,0.693147,normal
0,3.688879,0.058269,1.098612,0,0.067659,0.067659,4.919981,1.609438,0.019803,dos
4.990433,0.693147,0,0,4.663439,0.693147,0.476234,0.693147,0.693147,0,normal
5.83773,1.386294,0,0,5.598422,0.693147,0,2.995732,5.545177,0.693147,normal
5.361292,1.386294,0,0,7.278629,0.693147,0,2.197225,5.545177,0.693147,normal
6.940222,3.258097,0,0,0,0.693147,0.029559,5.236442,4.859812,0.457425,dos
0,1.098612,0.04879,0.693147,0,0.029559,0.04879,5.472271,2.079442,0.029559,dos
0,1.098612,0.058269,1.098612,0,0.058269,0.067659,5.590987,3.295837,0.09531,dos
6.940222,3.258097,0,0,0,0.693147,0,5.743003,5.545177,0.693147,dos
5.313206,1.386294,0,0,8.476163,0.693147,0,2.70805,5.545177,0.693147,normal
8.88142,0,0,0,0,0.693147,0.067659,2.302585,3.367296,0.157004,normal
0,3.828641,0.067659,0.693147,0,0.04879,0.076961,5.257495,2.397895,0.039221,dos
3.367296,1.098612,0,0,0,0.693147,0.00995,3.78419,2.397895,0.039221,dos
0,1.386294,0,1.098612,0,0.693147,0,0.693147,5.545177,0.693147,normal
0,3.295837,0.076961,0.693147,0,0.039221,0.076961,5.370638,2.197225,0.029559,dos
0,1.791759,0.058269,0.693147,0,0.067659,0.067659,5.370638,2.70805,0.04879,dos
0,1.098612,0.058269,0.693147,0,0.113329,0.058269,4.983607,1.94591,0.019803,dos
0,2.772589,0.067659,0.693147,0,0,0.067659,5.32301,0.693147,0,dos
0,3.135494,0.04879,0.693147,0,0.039221,0.086178,5.613128,2.397895,0.039221,dos
0,0.693147,0.693147,1.098612,0,0,0.693147,6.238325,0.693147,0,probe
3.78419,2.484907,0,0,4.912655,0.693147,0,3.988984,5.545177,0.693147,normal
5.442418,3.135494,0,0,6.646391,0.693147,0.039221,0.693147,2.772589,0.173953,normal
0,0.693147,0.693147,1.098612,0,0,0.693147,5.891644,0.693147,0,probe
0,2.302585,0.157004,0.693147,0,0.231112,0.04879,3.178054,3.637586,0.139762,dos
0,4.007333,0.058269,0.693147,0,0.122218,0.067659,4.89784,2.890372,0.067659,dos
5.587249,1.386294,0,0,8.635509,0.693147,0,1.098612,5.545177,0.693147,normal
5.556828,1.386294,0,0,7.147559,0.693147,0,3.332205,5.545177,0.693147,normal
5.758902,1.386294,0,0,9.168163,0.693147,0,1.098612,5.545177,0.693147,normal
2.564949,2.397895,0,0,5.42495,0.693147,0.029559,0.693147,2.397895,0.04879,normal
0,0,0.067659,0.693147,0,0.067659,0.067659,5.375278,2.772589,0.058269,dos
3.89182,3.091042,0.039221,0,6.2106,0.00995,0.019803,4.248495,0.693147,0,normal
2.197225,2.079442,0,0,0,0.693147,0,0.693147,5.545177,0.693147,probe
6.940222,3.258097,0,0,0,0.693147,0.039221,6.238325,4.143135,0.336472,dos
0,3.931826,0.04879,0.693147,0,0.086178,0.04879,5.572154,3.218876,0.086178,dos
2.197225,2.079442,0,0,0,0.693147,0,0.693147,5.01728,0.693147,probe
0,3.135494,0.039221,0.693147,0,0.122218,0.058269,4.912655,1.94591,0.019803,dos
6.940222,3.258097,0,0,0,0.693147,0,4.406719,5.545177,0.693147,dos
0,1.386294,0.04879,0.693147,0,0.41211,0.019803,3.637586,4.094345,0.262364,dos
5.771441,1.386294,0,0,5.598422,0.693147,0,2.772589,5.545177,0.693147,normal
0,2.397895,0.336472,0.693147,0,0.262364,0.019803,2.397895,4.158883,0.223144,dos
0,1.098612,0.067659,1.098612,0,0.019803,0.086178,5.484797,1.791759,0.019803,dos
5.332719,1.386294,0,0,6.766192,0.693147,0,0.693147,5.545177,0.693147,normal
6.946976,3.135494,0,0,8.033334,0.693147,0.086178,0.693147,1.386294,0.086178,normal
0,3.89182,0.058269,0.693147,0,0.019803,0.067659,5.641907,1.94591,0.019803,dos
3.610918,2.484907,0,0,0,0.693147,0.09531,1.098612,3.850148,0.207014,normal
0,3.78419,0.04879,0.693147,0,0.086178,0.04879,5.010635,2.639057,0.04879,dos
6.785588,0,0,0,0,0.693147,0.207014,1.098612,1.94591,0.378436,normal
5.746203,1.386294,0,0,5.726848,0.693147,0,2.890372,5.545177,0.693147,normal
5.361292,1.386294,0,0,6.133398,0.693147,0,1.791759,5.545177,0.693147,normal
10.906708,1.386294,0,0,9.025816,0.693147,0,1.098612,5.049856,0.693147,dos
2.564949,0,0,0,0,0.693147,0.076961,0.693147,4.564348,0.542324,normal
0,1.098612,0.058269,0.693147,0,0.173953,0.076961,4.382027,0.693147,0,dos
0,1.098612,0.04879,0.693147,0,0.113329,0.067659,4.867534,2.302585,0.039221,dos
5.755742,1.386294,0,0,6.498282,0.693147,0,3.688879,5.545177,0.693147,normal
5.541264,1.386294,0,0,8.278682,0.693147,0,1.098612,5.545177,0.693147,normal
0.693147,0.693147,0,1.386294,0,0.693147,0.500775,1.098612,1.098612,0.00995,probe
0,1.386294,0,0.693147,0,0.693147,0.019803,1.386294,4.174387,0.223144,dos
0,0.693147,0,1.098612,0,0.693147,0,0.693147,3.091042,0.693147,normal
0,1.098612,0.058269,0.693147,0,0.029559,0.067659,4.859812,1.791759,0.019803,dos
6.940222,3.258097,0,0,0,0.693147,0.019803,4.727388,4.727388,0.364643,dos
6.609349,2.772589,0,0,5.793014,0.693147,0.131028,0.693147,4.875197,0.512824,normal
7.300473,3.258097,0,0,0,0.693147,0,1.098612,1.098612,0.693147,dos
0,1.098612,0.04879,0.693147,0,0.067659,0.076961,5.42495,2.772589,0.058269,dos
5.433722,1.386294,0,0,7.174724,0.693147,0,2.197225,5.545177,0.693147,normal
0,0,0.285179,0.693147,0,0.405465,0.067659,1.94591,3.178054,0.086178,dos
5.560682,0,0.512824,0,0,0.512824,0.076961,1.386294,4.49981,0.300105,normal
0,1.098612,0,1.386294,0,0.693147,0.398776,0.693147,0.693147,0,probe
5.590987,1.386294,0,0,7.270313,0.693147,0,3.526361,5.545177,0.693147,normal
3.89182,3.091042,0.029559,0,6.198479,0.019803,0.019803,4.189655,0.693147,0,normal
5.57973,1.386294,0,1.94591,9.588845,0.693147,0,0.693147,5.545177,0.693147,normal
0,2.302585,0.113329,0.693147,0,0.215111,0.067659,2.890372,1.791759,0.086178,dos
0,1.098612,0.067659,0.693147,0,0.086178,0.076961,4.488636,2.944439,0.067659,dos
0,1.098612,0.067659,0.693147,0,0.058269,0.067659,4.488636,3.044522,0.076961,dos
5.771441,1.386294,0,0,6.81564,0.693147,0,3.433987,5.545177,0.693147,normal
0,1.098612,0.076961,1.098612,0,0.04879,0.086178,5.365976,2.397895,0.039221,dos
6.694562,2.772589,0,0,5.828946,0.693147,0.029559,0.693147,4.983607,0.470004,normal
7.234898,2.772589,0,0,5.796058,0.693147,0.019803,0.693147,4.60517,0.431782,normal
5.686975,1.386294,0,0,6.530878,0.693147,0,2.484907,5.545177,0.693147,normal
5.26269,1.386294,0,0,7.820841,0.693147,0,2.197225,5.545177,0.693147,normal
0,2.833213,0.067659,0.693147,0,0.029559,0.076961,5.55296,2.079442,0.029559,dos
0,3.73767,0.058269,0.693147,0,0.00995,0.067659,5.55296,1.098612,0.00995,dos
0,3.688879,0.04879,1.098612,0,0.122218,0.067659,5.010635,2.995732,0.067659,dos
7.79688,2.772589,0,0,5.814131,0.693147,0.039221,0.693147,4.59512,0.615186,normal
2.197225,2.079442,0,0,0,0.693147,0,0.693147,3.465736,0.693147,probe
0,1.098612,0.067659,0.693147,0,0.113329,0.076961,4.859812,2.772589,0.058269,dos
0,3.78419,0.067659,1.791759,0,0.019803,0.058269,4.60517,1.098612,0.00995,dos
2.197225,2.079442,0,0,0,0.693147,0,0.693147,4.969813,0.693147,probe
5.26269,0,0,0,0,0.693147,0.019803,0.693147,4.836282,0.398776,normal
5.17615,2.302585,0,0,9.478151,0.693147,0.019803,0.693147,4.189655,0.223144,normal
0,3.583519,0.04879,0.693147,0,0.019803,0.04879,5.003946,1.386294,0.00995,dos
2.197225,2.079442,0,0,0,0.693147,0,0.693147,4.691348,0.693147,probe
3.828641,2.484907,0,0,4.89784,0.693147,0,4.330733,5.545177,0.693147,normal
0,1.098612,0.058269,0.693147,0,0.067659,0.067659,5.442418,2.639057,0.04879,dos
5.888878,1.386294,0,0,9.186969,0.693147,0,3.637586,5.545177,0.693147,normal
0,1.098612,0.058269,0.693147,0,0.113329,0.076961,4.663439,2.397895,0.039221,dos
0,1.098612,0.058269,0.693147,0,0.029559,0.067659,5.252273,2.639057,0.04879,dos
5.438079,1.386294,0,0,7.645398,0.693147,0,2.484907,5.545177,0.693147,normal
2.944439,2.079442,0,0,0,0.693147,0,0.693147,5.257495,0.693147,probe
6.831954,2.772589,0,0,5.811141,0.693147,0.019803,0.693147,4.844187,0.463734,normal
5.42495,1.386294,0,0,6.47851,0.693147,0,2.397895,5.545177,0.693147,normal
0,1.098612,0.067659,0.693147,0,0.00995,0.058269,5.459586,1.386294,0.00995,dos
7.54539,2.772589,0,0,5.817111,0.693147,0.019803,0.693147,4.955827,0.463734,normal
2.197225,2.079442,0,0,0,0.693147,0,0.693147,4.248495,0.693147,probe
0,3.465736,0.058269,0.693147,0,0.019803,0.058269,5.429346,1.609438,0.019803,dos
5.09375,1.386294,0,0,9.834513,0.693147,0,0.693147,5.545177,0.693147,normal
5.697093,1.386294,0,0,7.642524,0.693147,0,2.484907,5.545177,0.693147,normal
5.023881,0,0,0,0,0.693147,0.019803,1.098612,4.043051,0.378436,normal
6.785588,0,0,0,0,0.693147,0.039221,1.098612,4.127134,0.231112,normal
0,2.833213,0.076961,0.693147,0,0.029559,0.076961,5.298317,1.94591,0.019803,dos
14.601519,0,0,0,0,0.693147,0.285179,0.693147,4.043051,0.604316,normal
5.774552,1.386294,0,0,8.995289,0.693147,0,2.890372,5.545177,0.693147,normal
0,2.70805,0.04879,0.693147,0,0.058269,0.04879,5.693732,2.944439,0.067659,dos
5.808142,1.386294,0,0,7.317212,0.693147,0,1.791759,5.545177,0.693147,normal
0,3.871201,0.058269,0.693147,0,0.058269,0.058269,4.836282,2.639057,0.04879,dos
0,3.401197,0.113329,0.693147,0,0.239017,0.086178,3.970292,2.70805,0.04879,dos
0,3.871201,0.058269,0.693147,0,0.04879,0.058269,4.70048,1.791759,0.019803,dos
2.197225,2.079442,0,0,0,0.693147,0.470004,0.693147,1.386294,0.470004,probe
4.997212,0.693147,0.405465,0,4.663439,0.405465,0.582216,1.609438,1.386294,0.00995,normal
5.736572,1.386294,0,0,9.24754,0.693147,0,2.484907,5.545177,0.693147,normal
5.438079,1.386294,0,0,6.54535,0.693147,0,2.397895,5.545177,0.693147,normal
3.806662,2.484907,0,0,4.882802,0.693147,0.693147,0.693147,0.693147,0.285179,normal
5.697093,1.386294,0,0,7.45008,0.693147,0,3.332205,5.545177,0.693147,normal
0,3.610918,0.058269,0.693147,0,0.029559,0.076961,5.70711,1.609438,0.019803,dos
0,3.688879,0.058269,1.098612,0,0.131028,0.067659,5.003946,3.044522,0.076961,dos
2.197225,2.079442,0,0,0,0.693147,0,0.693147,4.343805,0.693147,probe
6.618739,0,0,0,0,0.693147,0.029559,0.693147,4.691348,0.576613,normal
0,3.135494,0,1.791759,4.89784,0.693147,0.693147,0.693147,1.098612,0.405465,probe
3.850148,2.484907,0,0,3.850148,0.693147,0,4.465908,5.545177,0.693147,normal
0,2.70805,0.058269,0.693147,0,0.058269,0.067659,5.327876,2.890372,0.067659,dos
5.673323,1.386294,0,0,6.622736,0.693147,0,2.70805,5.545177,0.693147,normal
0,1.386294,0,1.098612,0,0.693147,0,0.693147,5.476464,0.693147,normal
5.652489,2.302585,0,0,9.075093,0.693147,0.067659,0.693147,2.995732,0.067659,normal
5.849325,1.386294,0,0,7.572503,0.693147,0,3.610918,5.545177,0.693147,normal
5.55296,1.386294,0,0,9.661289,0.693147,0,1.098612,5.545177,0.693147,normal
3.663562,3.988984,0,0,4.875197,0.693147,0.04879,0.693147,1.609438,0.019803,normal
0,1.098612,0.058269,0.693147,0,0.076961,0.067659,5.480639,2.944439,0.067659,dos
0,2.397895,0.405465,0.693147,0,0.405465,0.076961,2.197225,1.098612,0.00995,dos
5.398163,1.386294,0,0,6.008813,0.693147,0,1.94591,5.545177,0.693147,normal
3.78419,2.484907,0,0,3.78419,0.693147,0,5.117994,5.545177,0.693147,normal
5.497168,1.386294,0,0,5.568345,0.693147,0,1.098612,5.545177,0.693147,normal
2.197225,2.079442,0,0,0,0.693147,0,0.693147,3.637586,0.693147,probe
6.873164,0,0,0,0,0.693147,0.058269,0.693147,4.110874,0.307485,normal
5.68358,1.386294,0,0,7.409742,0.693147,0,2.639057,5.545177,0.693147,normal
0,1.386294,0,1.098612,0,0.693147,0,0.693147,5.545177,0.693147,normal
5.342334,1.386294,0,0,6.786717,0.693147,0,2.484907,5.545177,0.693147,normal
0,1.098612,0.067659,0.693147,0,0.076961,0.076961,5.283204,2.833213,0.058269,dos
0,1.098612,0.058269,0.693147,0,0.067659,0.067659,4.718499,2.772589,0.058269,dos
9.539068,2.772589,0,0,5.796058,0.693147,0.076961,0.693147,4.882802,0.113329,normal
5.420535,1.386294,0,0,8.917981,0.693147,0,1.098612,5.545177,0.693147,normal
3.828641,2.484907,0,0,4.882802,0.693147,0.00995,4.290459,5.541264,0.693147,normal
0,3.73767,0.067659,0.693147,0,0.029559,0.067659,5.433722,2.772589,0.058269,dos
0,1.098612,0.058269,0.693147,0,0.019803,0.067659,4.941642,2.484907,0.039221,dos
6.037871,1.386294,0,0,6.287859,0.693147,0,0.693147,5.545177,0.693147,normal
0,1.098612,0.067659,0.693147,0,0.00995,0.067659,5.594711,2.944439,0.067659,dos
0,2.833213,0.04879,0.693147,0,0.067659,0.04879,5.488938,2.833213,0.058269,dos
2.197225,2.079442,0,0,0,0.693147,0,0.693147,5.545177,0.693147,probe
5.929589,1.386294,0,0,7.494986,0.693147,0,2.639057,5.545177,0.693147,normal
2.197225,2.079442,0,0,0,0.693147,0,0.693147,4.26268,0.693147,probe
14.601519,0,0,0,0,0.693147,0.029559,0.693147,4.454347,0.215111,normal
7.771067,2.772589,0,0,5.905362,0.693147,0.039221,0.693147,4.89784,0.350657,normal
5.308268,1.386294,0,0,8.052933,0.693147,0,3.7612,5.545177,0.693147,normal
0,1.386294,0.04879,0.693147,0,0.058269,0.04879,5.602119,2.890372,0.067659,dos
0,3.496508,0.058269,1.098612,0,0.039221,0.067659,5.575949,2.397895,0.039221,dos
0,1.098612,0.058269,0.693147,0,0.029559,0.058269,5.267858,2.833213,0.058269,dos
5.337538,1.098612,0,0,5.337538,0.693147,0.00995,1.098612,5.370638,0.609766,normal
2.197225,2.079442,0,0,0,0.693147,0,0.693147,4.682131,0.693147,probe
7.486053,2.772589,0,0,6.202536,0.693147,0.00995,0.693147,2.484907,0.039221,normal
3.78419,2.484907,0.00995,0,4.219508,0.688135,0,4.969813,5.545177,0.693147,normal
0,3.828641,0.067659,0.693147,0,0.086178,0.076961,5.356586,3.044522,0.076961,dos
5.541264,1.386294,0,0,5.963579,0.693147,0,2.944439,5.545177,0.693147,normal
0,1.098612,0.058269,0.693147,0,0.04879,0.058269,5.192957,2.302585,0.039221,dos
0,1.791759,0.076961,1.098612,0,0.039221,0.076961,4.634729,1.609438,0.019803,dos
5.342334,1.386294,0,0,6.64379,0.693147,0,1.94591,5.545177,0.693147,normal
4.983607,0.693147,0,0,4.663439,0.693147,0.506818,0.693147,0.693147,0,normal
5.023881,1.386294,0,0,9.167328,0.693147,0,0.693147,5.545177,0.693147,normal
7.536364,0,0,0,0,0.693147,0.029559,2.484907,4.836282,0.398776,normal
0,1.098612,0.067659,1.098612,0,0.076961,0.058269,4.75359,2.302585,0.039221,dos
0,1.386294,0,1.098612,0,0.693147,0,0.693147,5.521461,0.693147,normal
6.940222,3.258097,0,0,0,0.693147,0.215111,6.238325,3.332205,0.10436,dos
0,2.833213,0.19062,0.693147,0,0.157004,0.076961,3.218876,1.791759,0.019803,dos
0,3.663562,0.04879,0.693147,0,0.157004,0.04879,5.010635,3.258097,0.09531,dos
7.050989,0,0,0,0,0.693147,0.076961,0.693147,4.477337,0.182322,normal
5.720312,1.386294,0,0,7.528869,0.693147,0,1.609438,4.477337,0.693147,normal
3.806662,2.484907,0.00995,0,4.369448,0.693147,0.00995,5.501258,5.525453,0.683097,normal
0,1.386294,0,0.693147,0,0.693147,0,1.098612,5.545177,0.693147,normal
0,3.465736,0.058269,0.693147,0,0.067659,0.076961,5.375278,1.94591,0.019803,dos
3.850148,2.484907,0,0,3.850148,0.693147,0.00995,4.488636,5.525453,0.683097,normal
5.752573,1.386294,0,0,7.252054,0.693147,0,3.091042,5.545177,0.693147,normal
0.693147,1.098612,0.173953,0,0,0.113329,0.277632,2.833213,3.951244,0.182322,probe
11.389435,0,0,1.94591,0,0.693147,0.029559,2.70805,4.418841,0.300105,normal
5.575949,1.386294,0,0,7.396949,0.693147,0.19062,1.098612,1.098612,0.131028,normal
0,2.890372,0.04879,0.693147,0,0.076961,0.04879,4.912655,2.484907,0.039221,dos
7.097549,2.772589,0,0,6.073045,0.693147,0.19062,0.693147,5.049856,0.405465,normal
5.780744,1.386294,0,0,7.627057,0.693147,0,3.091042,5.545177,0.693147,normal
0,2.397895,0.058269,0.693147,0,0.019803,0.04879,4.85203,1.098612,0.00995,dos
0,1.098612,0.067659,1.098612,0,0.058269,0.076961,5.433722,3.258097,0.09531,dos
0,3.871201,0.058269,0.693147,0,0.086178,0.067659,4.779123,2.484907,0.039221,dos
0,3.555348,0.058269,1.791759,0,0.00995,0.058269,5.288267,0.693147,0,dos
3.806662,2.484907,0,0,3.806662,0.693147,0.00995,5.257495,5.332719,0.593327,normal
3.828641,2.484907,0,0,4.941642,0.693147,0.00995,5.56452,5.529429,0.683097,normal
0,1.386294,0,1.098612,0,0.693147,0,0.693147,5.529429,0.693147,normal
5.703782,1.386294,0,0,7.010312,0.693147,0,3.367296,5.545177,0.693147,normal
2.197225,2.079442,0,0,0,0.693147,0,0.693147,4.248495,0.693147,probe
5.332719,1.386294,0,0,8.655214,0.693147,0,2.639057,5.545177,0.693147,normal
0,2.772589,0.058269,1.791759,0,0.00995,0.086178,5.313206,1.098612,0.00995,dos
0,3.871201,0.039221,0.693147,0,0.10436,0.04879,4.919981,2.772589,0.058269,dos
0,2.944439,0.04879,0.693147,0,0.058269,0.067659,5.638355,1.609438,0.019803,dos
5.733341,1.386294,0,0,8.412943,0.693147,0,2.397895,5.545177,0.693147,normal
0,3.135494,0.067659,0.693147,0,0.00995,0.076961,5.420535,1.386294,0.00995,dos
0,3.135494,0.058269,0.693147,0,0.029559,0.067659,5.613128,2.079442,0.029559,dos
0,0,0.058269,0.693147,0,0.00995,0.058269,4.927254,0.693147,0,dos
5.375278,1.386294,0,0,6.393591,0.693147,0,3.401197,5.545177,0.693147,normal
8.086103,2.772589,0,0,5.796058,0.693147,0.039221,0.693147,4.927254,0.598837,normal
0,1.098612,0.067659,0.693147,0,0.215111,0.076961,4.330733,1.098612,0.00995,dos
5.828946,1.386294,0,0,8.035603,0.693147,0,2.397895,5.545177,0.693147,normal
0,3.713572,0.04879,0.693147,0,0.165514,0.04879,4.812184,3.135494,0.086178,dos
0,1.94591,0.058269,1.098612,0,0.09531,0.067659,4.976734,2.079442,0.029559,dos
5.613128,1.386294,0,0,9.011157,0.693147,0,0.693147,5.545177,0.693147,normal
0,3.496508,0.058269,0.693147,0,0.058269,0.067659,5.666427,2.079442,0.029559,dos
7.365813,2.772589,0,0,5.811141,0.693147,0.039221,0.693147,4.094345,0.506818,normal
2.197225,2.079442,0,0,0,0.693147,0,0.693147,3.73767,0.693147,probe
5.26269,1.386294,0,0,5.765191,0.693147,0,1.386294,5.545177,0.693147,normal
5.690359,1.386294,0,0,5.808142,0.693147,0,2.833213,5.332719,0.693147,normal
0,0,0.058269,1.098612,0,0.039221,0.067659,5.613128,2.397895,0.039221,dos
0,2.944439,0.067659,0.693147,0,0.019803,0.058269,5.337538,1.791759,0.019803,dos
0,1.94591,0.067659,1.098612,0,0.00995,0.076961,5.257495,1.098612,0.00995,dos
7.138867,3.135494,0,0,7.805475,0.693147,0.019803,0.693147,4.025352,0.198851,r2l
0,2.564949,0.067659,1.098612,0,0.00995,0.076961,5.509388,1.098612,0.00995,dos
5.713733,1.386294,0,0,7.761745,0.693147,0,1.609438,5.545177,0.693147,normal
0,1.098612,0.076961,0.693147,0,0.029559,0.058269,4.65396,2.772589,0.058269,dos
0,4.043051,0.058269,1.098612,0,0.067659,0.067659,5.587249,2.995732,0.067659,dos
6.618739,0,0,0,0,0.693147,0.693147,0.693147,4.682131,0.405465,normal
5.693732,1.386294,0,0,7.319865,0.693147,0,3.178054,5.545177,0.693147,normal
0,3.89182,0.067659,0.693147,0,0,0.067659,5.407172,0.693147,0,dos
5.370638,1.386294,0,0,6.940222,0.693147,0,2.639057,5.545177,0.693147,normal
0,3.178054,0.067659,0.693147,0,0.039221,0.076961,5.575949,2.397895,0.039221,dos
2.197225,2.079442,0,0,0,0.693147,0,0.693147,2.484907,0.693147,probe
0,2.564949,0.04879,0.693147,0,0.04879,0.04879,5.56452,2.70805,0.04879,dos
0,1.386294,0.058269,0.693147,0,0.019803,0.067659,4.718499,2.833213,0.058269,dos
0,1.94591,0.067659,0.693147,0,0.039221,0.076961,5.501258,2.302585,0.039221,dos
0,0.693147,0,1.098612,0,0.693147,0,0.693147,3.401197,0.693147,normal
0,1.098612,0.41871,1.098612,0,0,0.41871,5.877736,0.693147,0,probe
5.407172,1.386294,0,0,6.862758,0.693147,0,2.079442,5.545177,0.693147,normal
0,1.098612,0,1.609438,0,0.693147,0.553885,0.693147,0.693147,0.029559,probe
5.945421,1.386294,0,0,6.434547,0.693147,0,2.564949,5.545177,0.693147,normal
5.771441,1.386294,0,0,5.669881,0.693147,0,2.197225,5.545177,0.693147,normal
14.601519,0,0,0,0,0.693147,0.058269,0.693147,4.465908,0.329304,normal
5.799093,1.386294,0,0,5.645447,0.693147,0,2.70805,5.545177,0.693147,normal
0,1.098612,0.058269,0.693147,0,0.029559,0.086178,4.997212,1.791759,0.019803,dos
0,1.098612,0.04879,0.693147,0,0.04879,0.058269,5.693732,2.639057,0.04879,dos
0,3.871201,0.058269,0.693147,0,0.139762,0.04879,4.795791,2.944439,0.067659,dos
0,3.465736,0,1.386294,0,0.693147,0.165514,0.693147,0.693147,0,probe
0,1.098612,0.058269,0.693147,0,0.00995,0.058269,4.934474,3.433987,0.113329,dos
0,3.367296,0.058269,0.693147,0,0.029559,0.058269,5.446737,2.079442,0.029559,dos
4.997212,0.693147,0,0,4.663439,0.693147,0.425268,0.693147,0.693147,0,normal
5.549076,1.386294,0,0,5.988961,0.693147,0,2.302585,5.545177,0.693147,normal
0,2.302585,0.131028,0.693147,0,0.19062,0.019803,3.367296,4.174387,0.223144,dos
5.926926,1.386294,0,0,5.590987,0.693147,0,1.791759,5.545177,0.693147,normal
5.347108,1.386294,0,0,6.862758,0.693147,0,2.890372,5.545177,0.693147,normal
5.451038,1.386294,0,0,8.092851,0.693147,0,0.693147,3.637586,0.693147,normal
0,1.098612,0,1.609438,0,0.693147,0.672944,0.693147,0.693147,0,probe
3.850148,2.484907,0,0,4.394449,0.693147,0.00995,4.127134,5.384495,0.615186,normal
4.663439,1.098612,0.512824,0,4.990433,0.512824,0.00995,1.386294,5.501258,0.672944,normal
10.906708,1.386294,0,0,9.025816,0.693147,0,1.609438,4.65396,0.693147,dos
6.25575,3.258097,0,0,0,0.693147,0,6.12905,3.970292,0.693147,dos
5.926926,0,0,0,0,0.693147,0,1.386294,4.574711,0.693147,normal
0,1.098612,0.058269,0.693147,0,0.086178,0.039221,4.89784,2.564949,0.04879,dos
0,3.044522,0.058269,1.098612,0,0.029559,0.067659,5.446737,2.079442,0.029559,dos
2.197225,2.079442,0,0,0,0.693147,0,0.693147,3.526361,0.693147,probe
0,1.098612,0.058269,0.693147,0,0.076961,0.076961,5.420535,2.944439,0.067659,dos
3.433987,3.258097,0,0,0,0.693147,0,1.098612,5.056246,0.693147,normal
3.89182,3.806662,0,0,3.89182,0.693147,0.00995,1.098612,4.127134,0.329304,normal
5.7301,1.386294,0,1.94591,10.230667,0.693147,0,1.609438,5.545177,0.693147,normal
5.590987,1.386294,0,0,8.132706,0.693147,0,2.397895,5.545177,0.693147,normal
0,1.098612,0.04879,0.693147,0,0.067659,0.04879,5.459586,2.833213,0.058269,dos
7.090077,0,0,0,0,0.693147,0.039221,1.098612,3.610918,0.122218,normal
0,2.70805,0.04879,0.693147,0,0,0.058269,5.303305,0.693147,0,dos
5.389072,1.386294,0,0,8.571871,0.693147,0,1.609438,5.545177,0.693147,normal
5.407172,1.386294,0,0,7.333023,0.693147,0,1.386294,5.545177,0.693147,normal
5.521461,1.386294,0,0,7.105786,0.693147,0,1.386294,5.545177,0.693147,normal
0,1.098612,0.693147,1.098612,0,0.00995,0.565314,5.241747,0.693147,0,probe
3.806662,2.484907,0,0,3.806662,0.693147,0.00995,4.828314,5.327876,0.587787,normal
0,1.098612,0.058269,1.098612,0,0.039221,0.067659,4.828314,1.609438,0.019803,dos
6.543912,3.135494,0,0,7.639161,0.693147,0.039221,0.693147,3.7612,0.173953,normal
0,1.098612,0.058269,0.693147,0,0.113329,0.04879,4.564348,2.484907,0.039221,dos
5.463832,1.386294,0,0,6.133398,0.693147,0,1.94591,2.833213,0.693147,normal
7.331715,2.772589,0,0,6.259581,0.693147,0.029559,0.693147,5.497168,0.65752,normal
0,1.098612,0.058269,0.693147,0,0.076961,0.067659,5.170484,2.397895,0.039221,dos
4.663439,1.098612,0,0,4.997212,0.693147,0.019803,0.693147,4.454347,0.688135,normal
0,1.098612,0.058269,0.693147,0,0.122218,0.067659,5.062595,3.044522,0.076961,dos
5.389072,1.386294,0,0,8.101375,0.693147,0,3.931826,5.393628,0.693147,normal
3.850148,2.484907,0.693147,0,3.850148,0.405465,0.019803,1.098612,4.795791,0.672944,normal
7.645876,2.772589,0,0,5.78996,0.693147,0.029559,0.693147,3.806662,0.364643,normal
5.752573,1.386294,0,0,7.280697,0.693147,0,2.079442,5.545177,0.693147,normal
5.883322,1.386294,0,0,7.403061,0.693147,0,2.079442,5.545177,0.693147,normal
4.094345,0,0,0,0,0.693147,0.113329,2.484907,4.234107,0.41871,normal
5.293305,1.386294,0,0,7.884953,0.693147,0,2.197225,5.545177,0.693147,normal
5.379897,1.386294,0,0,7.8842,0.693147,0,2.639057,3.73767,0.693147,normal
5.717028,1.386294,0,0,7.20786,0.693147,0,3.044522,5.545177,0.693147,normal
